date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_22_normalized,smart_22_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
2017-01-31,JK1105B8JS1RPX,Hitachi HDS722020ALA330,2000398934016,0,100,65536,100,0,127,618,100,38,100,14,100,0,100,0,94,46026,100,0,,,100,38,,,,,,,,,,,,,,,,,,,,,99,1220,99,1220,181,33,,,100,16,100,0,100,0,200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171YAK206TN,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,127,622,100,84,100,0,100,0,100,0,93,52172,100,0,,,100,81,,,,,,,,,,,,,,,,,,,,,99,1632,99,1632,222,27,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A8B9J7HVUF,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,124,629,100,43,100,0,100,0,100,0,94,46258,100,0,,,100,42,,,,,,,,,,,,,,,,,,,,,99,1260,99,1260,187,32,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1160YAHJAB0T,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,121,617,100,35,100,0,100,0,100,0,94,46124,100,0,,,100,35,,,,,,,,,,,,,,,,,,,,,99,1247,99,1247,181,33,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1105B8JS1NXX,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,122,613,100,45,100,1,100,0,100,0,94,46259,100,0,,,100,45,,,,,,,,,,,,,,,,,,,,,99,1230,99,1230,181,33,,,100,1,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171YBK1N34F,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,118,616,100,57,100,0,100,0,100,0,93,51051,100,0,,,100,57,,,,,,,,,,,,,,,,,,,,,99,1637,99,1637,206,29,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A8B9J7T92F,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,117,611,100,83,100,0,100,0,100,0,93,49118,100,0,,,100,82,,,,,,,,,,,,,,,,,,,,,99,1513,99,1513,214,28,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1131YAJJNVXV,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,117,622,100,106,100,0,100,0,100,0,93,52622,100,0,,,100,104,,,,,,,,,,,,,,,,,,,,,99,1777,99,1777,206,29,,,100,0,100,0,100,0,200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A1YAJLX30V,Hitachi HDS722020ALA330,2000398934016,0,100,0,130,111,119,609,100,156,100,0,100,0,121,35,96,29335,100,0,,,100,156,,,,,,,,,,,,,,,,,,,,,100,427,100,427,193,31,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,S2ZYJ9GGB01716,ST500LM012 HN,500107862016,0,100,0,252,0,95,1818,100,30,252,0,252,0,252,0,100,1402,252,0,100,34,100,33,,,,,,,,,,,,,,,,,,,252,0,100,4,,,64,30,100,0,252,0,252,0,252,0,200,0,100,7965,,,,,,,100,34,,,83,175557,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A8B9J7PBWF,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,127,614,100,53,100,0,100,0,100,0,94,46284,100,0,,,100,52,,,,,,,,,,,,,,,,,,,,,99,1423,99,1423,176,34,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1101B9JPEMVR,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,118,611,100,176,100,5,100,0,100,0,94,46918,100,0,,,100,176,,,,,,,,,,,,,,,,,,,,,99,1590,99,1590,214,28,,,100,5,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1101B9JRM31F,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,127,613,100,38,100,0,100,0,100,0,94,46025,100,0,,,100,38,,,,,,,,,,,,,,,,,,,,,99,1270,99,1270,187,32,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171B9HD81LT,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,114,626,100,88,100,0,100,0,100,0,94,48446,100,0,,,100,87,,,,,,,,,,,,,,,,,,,,,99,1400,99,1400,181,33,,,100,0,100,0,100,0,200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171B9HE5HWT,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,127,615,100,73,100,0,100,0,100,0,94,47222,100,0,,,100,73,,,,,,,,,,,,,,,,,,,,,99,1495,99,1495,181,33,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1131YAJJ432V,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,122,564,100,118,100,1,100,0,100,0,93,55118,100,0,,,100,117,,,,,,,,,,,,,,,,,,,,,99,1755,99,1755,187,32,,,100,1,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171YAK1ZB2N,Hitachi HDS722020ALA330,2000398934016,0,98,4,100,0,115,619,100,78,100,0,100,0,100,0,93,52889,100,0,,,100,76,,,,,,,,,,,,,,,,,,,,,99,1950,99,1950,181,33,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171YAK207DN,Hitachi HDS722020ALA330,2000398934016,0,99,65537,100,0,120,603,100,78,100,0,100,0,100,0,93,52034,100,0,,,100,76,,,,,,,,,,,,,,,,,,,,,99,1634,99,1634,187,32,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1100YAJDK7RT,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,120,623,100,106,100,0,100,0,100,0,93,55117,100,0,,,100,105,,,,,,,,,,,,,,,,,,,,,99,1680,99,1680,181,33,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171B9HKV00T,Hitachi HDS722020ALA330,2000398934016,0,100,1,100,0,118,619,100,196,100,2,100,0,100,0,94,47707,100,0,,,100,194,,,,,,,,,,,,,,,,,,,,,99,1674,99,1674,214,28,,,100,2,100,0,100,0,200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A8B9J7NBJF,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,119,598,100,75,100,0,100,0,100,0,94,48319,100,0,,,100,72,,,,,,,,,,,,,,,,,,,,,99,1237,99,1237,176,34,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A4B8HZHLAW,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,118,606,100,66,100,0,100,0,100,0,94,48059,100,0,,,100,63,,,,,,,,,,,,,,,,,,,,,99,1314,99,1314,181,33,,,100,0,100,0,100,0,200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1131YAJA4WJV,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,121,566,100,118,100,0,100,0,100,0,93,55120,100,0,,,100,116,,,,,,,,,,,,,,,,,,,,,99,2215,99,2215,181,33,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A8B9J7N4EF,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,145,500,100,153,100,0,100,0,100,0,94,45960,100,0,,,100,152,,,,,,,,,,,,,,,,,,,,,99,1521,99,1521,214,28,,,100,0,100,0,100,0,200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171YAK1VS0N,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,116,618,100,99,100,2,100,0,100,0,93,53868,100,0,,,100,98,,,,,,,,,,,,,,,,,,,,,99,1988,99,1988,187,32,,,100,2,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171YAK2185N,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,114,627,100,94,100,0,100,0,100,0,93,53070,100,0,,,100,91,,,,,,,,,,,,,,,,,,,,,99,1617,99,1617,187,32,,,100,0,100,0,100,0,200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171YBK1N1EF,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,115,624,100,97,100,0,100,0,100,0,93,53820,100,0,,,100,96,,,,,,,,,,,,,,,,,,,,,99,1686,99,1686,193,31,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1101B9JP4P8R,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,117,623,100,189,100,0,100,0,100,0,94,47245,100,0,,,100,189,,,,,,,,,,,,,,,,,,,,,99,1613,99,1613,193,31,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1131YAJHSTBV,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,121,564,100,137,100,0,100,0,100,0,93,55124,100,0,,,100,134,,,,,,,,,,,,,,,,,,,,,99,1742,99,1742,181,33,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171YAK2049N,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,125,623,100,69,100,0,100,0,100,0,93,51034,100,0,,,100,68,,,,,,,,,,,,,,,,,,,,,99,1654,99,1654,187,32,,,100,0,100,0,100,0,200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171YAK1Z8DN,Hitachi HDS722020ALA330,2000398934016,0,99,2,100,0,122,595,100,57,100,0,100,0,100,0,93,51052,100,0,,,100,57,,,,,,,,,,,,,,,,,,,,,99,1626,99,1626,193,31,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171B9HDX63T,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,122,560,100,182,100,0,100,0,100,0,94,48541,100,0,,,100,182,,,,,,,,,,,,,,,,,,,,,99,1517,99,1517,181,33,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A8B9J3L4LF,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,139,523,100,42,100,0,100,0,100,0,94,46259,100,0,,,100,42,,,,,,,,,,,,,,,,,,,,,99,1281,99,1281,193,31,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A8B9J3AW9F,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,122,617,100,183,100,0,100,0,100,0,94,47369,100,0,,,100,183,,,,,,,,,,,,,,,,,,,,,99,1606,99,1606,181,33,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1131YAJHKWLV,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,125,587,100,126,100,0,100,0,100,0,93,55119,100,0,,,100,126,,,,,,,,,,,,,,,,,,,,,99,1742,99,1742,181,33,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171YBK1M6JF,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,123,559,100,102,100,0,100,0,100,0,93,53865,100,0,,,100,102,,,,,,,,,,,,,,,,,,,,,99,1742,99,1742,176,34,,,100,0,100,0,100,0,200,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A4B8HX7NZW,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,130,605,100,43,100,0,100,0,100,0,94,46261,100,0,,,100,43,,,,,,,,,,,,,,,,,,,,,99,1297,99,1297,187,32,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A8B9J367NF,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,118,593,100,75,100,2,100,0,100,0,93,49093,100,0,,,100,73,,,,,,,,,,,,,,,,,,,,,99,1334,99,1334,181,33,,,100,2,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A8B9J7M72F,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,121,579,100,85,100,0,100,0,100,0,93,49118,100,0,,,100,83,,,,,,,,,,,,,,,,,,,,,99,1492,99,1492,181,33,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171B9HDHXET,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,114,634,100,78,100,1,100,0,100,0,94,47418,100,0,,,100,75,,,,,,,,,,,,,,,,,,,,,99,1496,99,1496,214,28,,,100,1,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A8B9J3VD2F,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,121,619,100,45,100,0,100,0,100,0,94,46257,100,0,,,100,45,,,,,,,,,,,,,,,,,,,,,99,1274,99,1274,187,32,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1131YAJGSR0V,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,119,588,100,117,100,0,100,0,100,0,93,55118,100,0,,,100,116,,,,,,,,,,,,,,,,,,,,,99,1854,99,1854,193,31,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A8B9J3BUHF,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,128,611,100,41,100,0,100,0,100,0,94,46259,100,0,,,100,41,,,,,,,,,,,,,,,,,,,,,99,1241,99,1241,187,32,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A8B9J7WX3F,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,124,557,100,84,100,0,100,0,100,0,93,49117,100,0,,,100,83,,,,,,,,,,,,,,,,,,,,,99,1248,99,1248,181,33,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A8B9J7P72F,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,129,605,100,161,100,0,100,0,100,0,94,46191,100,0,,,100,160,,,,,,,,,,,,,,,,,,,,,99,1329,99,1329,176,34,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171YAK1VB7N,Hitachi HDS722020ALA330,2000398934016,0,100,1,100,0,116,618,100,99,100,0,100,0,100,0,93,53870,100,0,,,100,96,,,,,,,,,,,,,,,,,,,,,96,4940,96,4940,176,34,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1171YAK1ZLNN,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,127,611,100,286,100,0,100,0,100,0,93,51024,100,0,,,100,285,,,,,,,,,,,,,,,,,,,,,99,1873,99,1873,187,32,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK11A8B9JPYRNF,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,118,614,100,174,100,0,100,0,100,0,94,47143,100,0,,,100,174,,,,,,,,,,,,,,,,,,,,,99,1528,99,1528,176,34,,,100,0,100,0,100,0,200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,JK1101B9JNWYPF,Hitachi HDS722020ALA330,2000398934016,0,100,0,100,0,115,625,100,209,100,0,100,0,100,0,93,49403,100,0,,,100,207,,,,,,,,,,,,,,,,,,,,,99,1818,99,1818,181,33,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
